"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"5782","Tamil Nadu","Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","WS/MP165/2025-2026/160138","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","18-Sep-2025","AMSARAJ MOTORS PRIVATE LIMITED","Payment Success","101800"
"5783","Nagaland","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP233/2025-2026/225208","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","10-Sep-2025","H L Tongwang","Payment Success","6000000"
"5784","Nagaland","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP233/2025-2026/225208","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","01-Nov-2025","H L Tongwang","Payment Success","4000000"
"5785","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18294/2025-2026/182595","BHANDARA(DISTRICT COLLECTOR BHANDARA_IDA)","Shri Praful Patel (2024-30) (2024-2030)","Elected MP","26-Sep-2025","GRAM PANCHAYAT TAIBUJ","Payment Success","498104"
"5786","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18297/2025-2026/263019","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Shri Balyogi Umeshnath (2024-30) (2024-2030)","Elected MP","02-Apr-2026","Gp Zhirniya","Payment Success","600000"
"5787","Odisha","Construction of public libraries and reading rooms","WS/MP138/2025-2026/143888","JAGATSINGHAPUR(DISTRICT COLLECTOR JAGATSINGHPUR_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","06-Dec-2025","PRASANJIT PATTNAIK","Payment Success","622527"
"5788","Odisha","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP138/2025-2026/207285","MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA)","Smt. Sulata Deo (2022-28) (2022-2028)","Elected MP","12-Sep-2025","Aparajita Mallick","Payment Success","200000"
"5789","Rajasthan","Lighting of public spaces","WS/MP147/2025-2026/174701","Jodhpur Gramin(DISTRICT COLLECTOR JODHPUR RURAL_IDA)","Shri Pramod Tiwari (2022-28) (2022-2028)","Elected MP","07-Sep-2025","SARPANCH GRAM PANCHAYAT BHUNDANA","Payment Success","500000"
"5790","Rajasthan","Lighting of public spaces","WS/MP147/2025-2026/174702","Jodhpur Gramin(DISTRICT COLLECTOR JODHPUR RURAL_IDA)","Shri Pramod Tiwari (2022-28) (2022-2028)","Elected MP","07-Sep-2025","SARPANCH GRAM PANCHAYAT BHUNDANA","Payment Success","500000"
"5791","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP102/2025-2026/170141","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Smt. Jebi Mather Hisham (2022-28) (2022-2028)","Elected MP","04-Feb-2026","BIJU E P","Payment Success","1172324"
"5792","Rajasthan","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP148/2025-2026/220271","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Shri Randeep Singh Surjewala (2022-28) (2022-2028)","Elected MP","28-Jan-2026","SURENDRA SINGH","Payment Success","27750"
"5793","Rajasthan","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP148/2025-2026/220271","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Shri Randeep Singh Surjewala (2022-28) (2022-2028)","Elected MP","28-Jan-2026","MAMTA KANWAR","Payment Success","10545"
"5794","Rajasthan","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP148/2025-2026/220271","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Shri Randeep Singh Surjewala (2022-28) (2022-2028)","Elected MP","28-Jan-2026","ADITYA SINGH","Payment Success","10545"
"5795","Rajasthan","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP148/2025-2026/220271","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Shri Randeep Singh Surjewala (2022-28) (2022-2028)","Elected MP","28-Jan-2026","SANDEEM","Payment Success","29250"
"5796","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18332/2025-2026/200068","SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA)","Dr. Dharmshila Gupta (2024-30) (2024-2030)","Elected MP","10-Sep-2025","PRIYAM PRITY","Payment Success","1494822"
"5797","Sikkim","Construction of boundary walls of existing public and community buildings","WS/MP18282/2025-2026/225043","Soreng(DISTRICT COLLECTOR SORENG_IDA)","Shri Dorjee Tshering Lepcha (2024-30) (2024-2030)","Elected MP","26-Sep-2025","Tshering Tamang","Payment Success","997692"
"5798","Punjab","Setting up public non-conventional energy plants","WS/MP844/2024-2025/136730","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Dr. Vikramjit Singh Sahney (2022-28) (2022-2028)","Elected MP","08-Sep-2025","SUGS LLOYD LIMITED","Payment Success","2068289"
"5799","Punjab","Setting up public non-conventional energy plants","WS/MP844/2024-2025/136730","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Dr. Vikramjit Singh Sahney (2022-28) (2022-2028)","Elected MP","24-Jun-2026","SUGS LLOYD LIMITED","Payment Success","219915"
"5800","Tamil Nadu","Lighting of public spaces","WS/MP166/2025-2026/188748","TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA)","Shri K.R.N. Rajeshkumar (2022-28) (2022-2028)","Elected MP","09-Sep-2025","SCHNELL ENERGY EQUIPMENTS PVT LTD","Payment Success","9362503"
"5801","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP086/2025-2026/155279","BENGALURU RURAL(DEPUTY COMMISSIONER BANGALORE RURAL SBM URBAN)","Shri G.C. Chandrashekhar (2024-30) (2024-2030)","Elected MP","31-Jul-2026","SUNDARESH","Payment Success","2496"
"5802","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP086/2025-2026/155280","BENGALURU RURAL(DEPUTY COMMISSIONER BANGALORE RURAL SBM URBAN)","Shri G.C. Chandrashekhar (2024-30) (2024-2030)","Elected MP","31-Jul-2026","SUNDARESH","Payment Success","2343"
"5803","Nagaland","Installing tube-wells and borewells","WS/MP233/2025-2026/225203","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","10-Sep-2025","Pangom Konyak","Payment Success","1200000"
"5804","Nagaland","Installing tube-wells and borewells","WS/MP233/2025-2026/225203","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","02-Mar-2026","Pangom Konyak","Payment Success","800000"
"5805","Nagaland","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP233/2026-2027/297499","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","26-Jul-2026","Pangom Konyak","Payment Success","9500000"
"5806","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP187/2024-2025/140196","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","Shri Javed Ali Khan (2022-28) (2022-2028)","Elected MP","09-Sep-2025","PRABHUNATH SINGH KRISHNA U M V ADNAINIJOR GODIYANA AZAMGARH","Payment Success","622566"
"5807","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP187/2024-2025/140196","AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA)","Shri Javed Ali Khan (2022-28) (2022-2028)","Elected MP","24-Apr-2026","PRABHUNATH SINGH KRISHNA U M V ADNAINIJOR GODIYANA AZAMGARH","Payment Success","377434"
"5808","Karnataka","Installing community drinking water plants","WS/MP834/2025-2026/149092","Bengaluru South(DEPUTY COMMISSIONER RAMANAGARA_IDA)","Shri Lahar Singh Siroya (2022-28) (2022-2028)","Elected MP","10-Sep-2025","SPOORTHI ENTERPRISES","Payment Success","375000"
"5809","Karnataka","Installing community drinking water plants","WS/MP834/2025-2026/149092","Bengaluru South(DEPUTY COMMISSIONER RAMANAGARA_IDA)","Shri Lahar Singh Siroya (2022-28) (2022-2028)","Elected MP","06-Jan-2026","SPOORTHI ENTERPRISES","Payment Success","122659"
"5810","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18298/2025-2026/214380","PALI(DISTRICT COLLECTOR PALI_IDA)","Shri Madan Rathore (2024-30) (2024-2030)","Elected MP","04-Oct-2025","CHANCHAL","Payment Success","10725"
"5811","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18298/2025-2026/214380","PALI(DISTRICT COLLECTOR PALI_IDA)","Shri Madan Rathore (2024-30) (2024-2030)","Elected MP","04-Oct-2025","WASIM KHAN","Payment Success","26600"
"5812","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18298/2025-2026/214380","PALI(DISTRICT COLLECTOR PALI_IDA)","Shri Madan Rathore (2024-30) (2024-2030)","Elected MP","04-Oct-2025","VIKRAM SINGH","Payment Success","26600"
"5813","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18298/2025-2026/214380","PALI(DISTRICT COLLECTOR PALI_IDA)","Shri Madan Rathore (2024-30) (2024-2030)","Elected MP","04-Oct-2025","BHIM SINGH","Payment Success","17500"
"5814","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18298/2025-2026/214380","PALI(DISTRICT COLLECTOR PALI_IDA)","Shri Madan Rathore (2024-30) (2024-2030)","Elected MP","04-Oct-2025","SHUSHILA","Payment Success","10725"
"5815","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18298/2025-2026/214380","PALI(DISTRICT COLLECTOR PALI_IDA)","Shri Madan Rathore (2024-30) (2024-2030)","Elected MP","04-Oct-2025","MOD NATH","Payment Success","10725"
"5816","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18298/2025-2026/214380","PALI(DISTRICT COLLECTOR PALI_IDA)","Shri Madan Rathore (2024-30) (2024-2030)","Elected MP","04-Oct-2025","GORDHAN","Payment Success","12350"
"5817","Madhya Pradesh","Construction of additional rooms and halls in the existing public and community building","WS/MP103/2025-2026/211407","Agar-Malwa(District Collector Agar Malwa_IDA)","Dr. Kavita Patidar (2022-28) (2022-2028)","Elected MP","16-Sep-2025","SEWA BHARTI SEWA NYAS AGAR","Payment Success","500000"
"5818","Jharkhand","Purchase of books and periodicals for libraries/digitization of library books","WS/MP18349/2026-2027/215366","SARAIKELA KHARSAWAN(Deputy Commissioner saraikela_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","08-Jul-2026","gagan book supplier","Payment Success","75993"
"5819","Jharkhand","Purchase of books and periodicals for libraries/digitization of library books","WS/MP18349/2026-2027/215371","SARAIKELA KHARSAWAN(Deputy Commissioner saraikela_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","11-Jul-2026","gagan book supplier","Payment Success","75993"
"5820","Jharkhand","Purchase of books and periodicals for libraries/digitization of library books","WS/MP18349/2026-2027/215370","SARAIKELA KHARSAWAN(Deputy Commissioner saraikela_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","11-Jul-2026","gagan book supplier","Payment Success","75993"
"5821","Jharkhand","Purchase of books and periodicals for libraries/digitization of library books","WS/MP18349/2026-2027/215369","SARAIKELA KHARSAWAN(Deputy Commissioner saraikela_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","11-Jul-2026","gagan book supplier","Payment Success","75993"
"5822","Jharkhand","Purchase of books and periodicals for libraries/digitization of library books","WS/MP18349/2026-2027/215368","SARAIKELA KHARSAWAN(Deputy Commissioner saraikela_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","11-Jul-2026","gagan book supplier","Payment Success","75993"
"5823","Jharkhand","Purchase of books and periodicals for libraries/digitization of library books","WS/MP18349/2026-2027/215367","SARAIKELA KHARSAWAN(Deputy Commissioner saraikela_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","11-Jul-2026","gagan book supplier","Payment Success","75993"
"5824","Jharkhand","Purchase of books and periodicals for libraries/digitization of library books","WS/MP18349/2026-2027/215373","SARAIKELA KHARSAWAN(Deputy Commissioner saraikela_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","11-Jul-2026","gagan book supplier","Payment Success","75993"
"5825","Jharkhand","Purchase of books and periodicals for libraries/digitization of library books","WS/MP18349/2026-2027/215372","SARAIKELA KHARSAWAN(Deputy Commissioner saraikela_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","11-Jul-2026","gagan book supplier","Payment Success","75993"
"5826","Jharkhand","Purchase of books and periodicals for libraries/digitization of library books","WS/MP18349/2025-2026/215350","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","13-Mar-2026","gagan book supplier","Payment Success","75993"
"5827","Jharkhand","Purchase of books and periodicals for libraries/digitization of library books","WS/MP18349/2025-2026/215351","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","13-Mar-2026","gagan book supplier","Payment Success","75993"
"5828","Jharkhand","Purchase of books and periodicals for libraries/digitization of library books","WS/MP18349/2025-2026/215353","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","13-Mar-2026","gagan book supplier","Payment Success","75993"
"5829","Jharkhand","Purchase of books and periodicals for libraries/digitization of library books","WS/MP18349/2025-2026/215357","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","13-Mar-2026","gagan book supplier","Payment Success","75993"
"5830","Jharkhand","Purchase of books and periodicals for libraries/digitization of library books","WS/MP18349/2025-2026/215352","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","13-Mar-2026","gagan book supplier","Payment Success","75993"
"5831","Jharkhand","Purchase of books and periodicals for libraries/digitization of library books","WS/MP18349/2025-2026/215348","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","13-Mar-2026","gagan book supplier","Payment Success","75993"
"5832","Jharkhand","Purchase of books and periodicals for libraries/digitization of library books","WS/MP18349/2025-2026/215349","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","13-Mar-2026","gagan book supplier","Payment Success","75993"
"5833","Jharkhand","Purchase of books and periodicals for libraries/digitization of library books","WS/MP18349/2025-2026/215355","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","13-Mar-2026","gagan book supplier","Payment Success","75993"
"5834","Jharkhand","Purchase of books and periodicals for libraries/digitization of library books","WS/MP18349/2025-2026/215358","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","13-Mar-2026","gagan book supplier","Payment Success","75993"
"5835","Jharkhand","Purchase of books and periodicals for libraries/digitization of library books","WS/MP18349/2025-2026/215356","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","13-Mar-2026","gagan book supplier","Payment Success","75993"
"5836","Jharkhand","Purchase of books and periodicals for libraries/digitization of library books","WS/MP18349/2025-2026/215354","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","13-Mar-2026","gagan book supplier","Payment Success","75993"
"5837","Jharkhand","Purchase of books and periodicals for libraries/digitization of library books","WS/MP18349/2025-2026/215364","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","13-Mar-2026","gagan book supplier","Payment Success","75993"
"5838","Jharkhand","Purchase of books and periodicals for libraries/digitization of library books","WS/MP18349/2025-2026/215361","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","13-Mar-2026","gagan book supplier","Payment Success","75993"
"5839","Jharkhand","Purchase of books and periodicals for libraries/digitization of library books","WS/MP18349/2025-2026/215359","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","13-Mar-2026","gagan book supplier","Payment Success","75993"
"5840","Jharkhand","Purchase of books and periodicals for libraries/digitization of library books","WS/MP18349/2025-2026/215365","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","13-Mar-2026","gagan book supplier","Payment Success","75993"
"5841","Jharkhand","Purchase of books and periodicals for libraries/digitization of library books","WS/MP18349/2025-2026/215362","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","13-Mar-2026","gagan book supplier","Payment Success","75993"
"5842","Jharkhand","Purchase of books and periodicals for libraries/digitization of library books","WS/MP18349/2025-2026/215360","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","13-Mar-2026","gagan book supplier","Payment Success","75993"
"5843","Jharkhand","Purchase of books and periodicals for libraries/digitization of library books","WS/MP18349/2025-2026/215363","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","13-Mar-2026","gagan book supplier","Payment Success","75993"
"5844","Punjab","Purchase of motor boats for flood and cyclone prone areas","WS/MP141/2025-2026/230735","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","10-Sep-2025","The Western Precision Instruments Emporium","Payment Success","577500"
"5845","Punjab","Purchase of motor boats for flood and cyclone prone areas","WS/MP141/2025-2026/230756","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","16-Sep-2025","The Western Precision Instruments Emporium","Payment Success","577500"
"5846","Punjab","Purchase of motor boats for flood and cyclone prone areas","WS/MP141/2025-2026/231829","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","30-Sep-2025","The Western Precision Instruments Emporium","Payment Success","577500"
"5847","Punjab","Purchase of motor boats for flood and cyclone prone areas","WS/MP141/2025-2026/231828","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","01-Oct-2025","The Western Precision Instruments Emporium","Payment Success","577500"
"5848","Punjab","Purchase of motor boats for flood and cyclone prone areas","WS/MP141/2025-2026/230733","GURDASPUR(DEPUTY COMMISSIONER GURDASPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","19-Dec-2025","The Western Precision Instruments Emporium","Payment Success","577500"
